time, datetime_utc, mode, layer, level, winner_team, winner_faction, winner_subfaction, winner_tickets, loser_team, loser_faction, loser_subfaction, loser_tickets
"Tue Oct 11 2022 20:06:18 GMT-0400 (Eastern Daylight Time)","2022-10-12 00:06:18", "RAAS", "Yehorivka RAAS v5", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "29", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 11 2022 21:03:39 GMT-0400 (Eastern Daylight Time)","2022-10-12 01:03:39", "AAS", "Black Coast AAS v1", "Black Coast", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "10", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Tue Oct 11 2022 21:47:34 GMT-0400 (Eastern Daylight Time)","2022-10-12 01:47:34", "AAS", "Narva AAS v3", "Narva", "2", "Russian Ground Forces", "Russian battalion tactical group", "83", "1", "United States Army", "US Brigade Combat Team", "0"
"Tue Oct 11 2022 22:57:24 GMT-0400 (Eastern Daylight Time)","2022-10-12 02:57:24", "Invasion", "Manic-5 Invasion v2", "Manic-5", "1", "Canadian Army", "CAF Royal Westminster Regiment", "363", "2", "United States Army", "US 1st Cavalry Regiment", "0"
"Tue Oct 11 2022 23:39:48 GMT-0400 (Eastern Daylight Time)","2022-10-12 03:39:48", "RAAS", "Gorodok RAAS v2", "Gorodok", "1", "British Army", "British Armed Forces", "180", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 12 2022 00:12:51 GMT-0400 (Eastern Daylight Time)","2022-10-12 04:12:51", "AAS", "Mestia AAS v2", "Mestia", "1", "United States Army", "US Brigade Combat Team", "238", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 12 2022 01:01:25 GMT-0400 (Eastern Daylight Time)","2022-10-12 05:01:25", "AAS", "Kamdesh AAS v1", "Kamdesh Highlands", "1", "Australian Defence Force", "ADF 3rd Brigade", "23", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Wed Oct 12 2022 02:56:27 GMT-0400 (Eastern Daylight Time)","2022-10-12 06:56:27", "RAAS", "Fallujah RAAS v1", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "318", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "136"
"Wed Oct 12 2022 15:52:08 GMT-0400 (Eastern Daylight Time)","2022-10-12 19:52:08", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "3", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Wed Oct 12 2022 16:38:35 GMT-0400 (Eastern Daylight Time)","2022-10-12 20:38:35", "RAAS", "Gorodok RAAS v7", "Gorodok", "1", "Australian Defence Force", "ADF 1st Armored", "249", "2", "Russian Ground Forces", "RUS 6th Separate Czestochowa Tank Brigade ", "0"
"Wed Oct 12 2022 17:09:21 GMT-0400 (Eastern Daylight Time)","2022-10-12 21:09:21", "RAAS", "Kokan RAAS v4", "Kokan", "2", "Middle Eastern Alliance", "MEA Vizir Hussein 2nd Support Battalion", "221", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "0"
"Wed Oct 12 2022 18:00:12 GMT-0400 (Eastern Daylight Time)","2022-10-12 22:00:12", "RAAS", "Lashkar RAAS v4", "Lashkar Valley", "1", "Canadian Army", "CAF Royal Canadian Regiment Battle Group", "357", "2", "Insurgent Forces", "Insurgent National Liberation Front", "0"
"Wed Oct 12 2022 18:34:22 GMT-0400 (Eastern Daylight Time)","2022-10-12 22:34:22", "AAS", "Yehorivka AAS v4", "Yehorivka", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "329", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Wed Oct 12 2022 19:09:43 GMT-0400 (Eastern Daylight Time)","2022-10-12 23:09:43", "RAAS", "Narva RAAS v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "93", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Wed Oct 12 2022 19:56:47 GMT-0400 (Eastern Daylight Time)","2022-10-12 23:56:47", "RAAS", "Gorodok RAAS v6", "Gorodok", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "78", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Wed Oct 12 2022 20:27:10 GMT-0400 (Eastern Daylight Time)","2022-10-13 00:27:10", "AAS", "Fool's Road AAS v1", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "80", "1", "United States Army", "US Brigade Combat Team", "0"
"Wed Oct 12 2022 21:12:43 GMT-0400 (Eastern Daylight Time)","2022-10-13 01:12:43", "RAAS", "Skorpo RAAS v5", "Skorpo", "2", "Russian Ground Forces", "RUS 205th Rifle Division Mechanized Platoon", "164", "1", "Canadian Army", "CAF 3rd Battalion RCR Air Assault Platoon", "0"
"Wed Oct 12 2022 22:05:12 GMT-0400 (Eastern Daylight Time)","2022-10-13 02:05:12", "RAAS", "Tallil Outskirts RAAS v2", "Tallil Outskirts", "1", "United States Army", "US Brigade Combat Team", "122", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Wed Oct 12 2022 22:55:54 GMT-0400 (Eastern Daylight Time)","2022-10-13 02:55:54", "RAAS", "Yehorivka RAAS v11", "Yehorivka", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "250", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Wed Oct 12 2022 23:23:23 GMT-0400 (Eastern Daylight Time)","2022-10-13 03:23:23", "AAS", "Sumari Bala AAS v3", "Sumari Bala", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "208", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Wed Oct 12 2022 23:59:56 GMT-0400 (Eastern Daylight Time)","2022-10-13 03:59:56", "RAAS", "Fallujah RAAS v1", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "77", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Thu Oct 13 2022 00:44:31 GMT-0400 (Eastern Daylight Time)","2022-10-13 04:44:31", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "20", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 13 2022 01:28:59 GMT-0400 (Eastern Daylight Time)","2022-10-13 05:28:59", "AAS", "Chora AAS v4", "Chora", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "53", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "0"
"Thu Oct 13 2022 02:18:23 GMT-0400 (Eastern Daylight Time)","2022-10-13 06:18:23", "RAAS", "Yehorivka RAAS v12", "Yehorivka", "2", "Russian Ground Forces", "RUS 6th Separate Czestochowa Tank Brigade ", "310", "1", "Canadian Army", "CAF LdSH Regiment Heavy Armor Troop", "0"
"Thu Oct 13 2022 02:44:21 GMT-0400 (Eastern Daylight Time)","2022-10-13 06:44:21", "RAAS", "Mutaha RAAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "390", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Thu Oct 13 2022 13:56:34 GMT-0400 (Eastern Daylight Time)","2022-10-13 17:56:34", "Grounds", "Pacific Proving Grounds v1", "Pacific Proving Grounds", "0", "Civilians", "Local Civilians that have some limited access to vehicles", "99999", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "99979"
"Thu Oct 13 2022 15:11:05 GMT-0400 (Eastern Daylight Time)","2022-10-13 19:11:05", "Seed", "Tallil Outskirts Seed v2", "Tallil Outskirts", "1", "Canadian Army", "CAF Royal Westminster Regiment", "57", "2", "Insurgent Forces", "Local Insurgent Cell", "37"
"Thu Oct 13 2022 15:43:17 GMT-0400 (Eastern Daylight Time)","2022-10-13 19:43:17", "RAAS", "Kokan RAAS v1", "Kokan", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "282", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 13 2022 16:20:18 GMT-0400 (Eastern Daylight Time)","2022-10-13 20:20:18", "AAS", "Narva AAS v4", "Narva", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "178", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Thu Oct 13 2022 17:12:39 GMT-0400 (Eastern Daylight Time)","2022-10-13 21:12:39", "AAS", "Mutaha AAS v4", "Mutaha", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "186", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Thu Oct 13 2022 17:41:03 GMT-0400 (Eastern Daylight Time)","2022-10-13 21:41:03", "AAS", "Logar AAS v2", "Logar Valley", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "165", "1", "United States Army", "US Brigade Combat Team", "0"
"Thu Oct 13 2022 18:22:24 GMT-0400 (Eastern Daylight Time)","2022-10-13 22:22:24", "RAAS", "Gorodok RAAS v11", "Gorodok", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "273", "2", "United States Army", "US 1st Cavalry Regiment", "0"
"Thu Oct 13 2022 19:05:12 GMT-0400 (Eastern Daylight Time)","2022-10-13 23:05:12", "Invasion", "Goose Bay Invasion v4", "Goose Bay", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "560", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "0"
"Thu Oct 13 2022 19:48:13 GMT-0400 (Eastern Daylight Time)","2022-10-13 23:48:13", "RAAS", "Yehorivka RAAS v7", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "139", "1", "British Army", "British Armed Forces", "0"
"Thu Oct 13 2022 20:22:11 GMT-0400 (Eastern Daylight Time)","2022-10-14 00:22:11", "AAS", "Belaya AAS v1", "Belaya Pass", "1", "Russian Ground Forces", "Russian battalion tactical group", "256", "2", "Irregular Militia Forces", "Local Militia Group", "0"
"Thu Oct 13 2022 20:50:49 GMT-0400 (Eastern Daylight Time)","2022-10-14 00:50:49", "RAAS", "Mutaha RAAS v2", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "213", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Thu Oct 13 2022 21:28:23 GMT-0400 (Eastern Daylight Time)","2022-10-14 01:28:23", "AAS", "Narva AAS v2", "Narva", "1", "British Army", "British Armed Forces", "114", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Thu Oct 13 2022 21:59:23 GMT-0400 (Eastern Daylight Time)","2022-10-14 01:59:23", "RAAS", "Sumari Bala RAAS v1", "Sumari Bala", "1", "United States Army", "US Brigade Combat Team", "307", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Thu Oct 13 2022 22:57:31 GMT-0400 (Eastern Daylight Time)","2022-10-14 02:57:31", "RAAS", "Belaya RAAS v5", "Belaya Pass", "2", "Irregular Militia Forces", "Allied Republican Army Militia", "320", "1", "Canadian Army", "CAF PPCLI UN Protection Force", "299"
"Thu Oct 13 2022 23:39:51 GMT-0400 (Eastern Daylight Time)","2022-10-14 03:39:51", "RAAS", "Black Coast RAAS v4", "Black Coast", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "79", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Fri Oct 14 2022 00:16:27 GMT-0400 (Eastern Daylight Time)","2022-10-14 04:16:27", "RAAS", "Fallujah RAAS v4", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "119", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Fri Oct 14 2022 00:58:22 GMT-0400 (Eastern Daylight Time)","2022-10-14 04:58:22", "RAAS", "Mestia RAAS v2", "Mestia", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "81", "2", "Russian Ground Forces", "RUS 205th Rifle Division Reconaissance Platoon", "0"
"Fri Oct 14 2022 01:20:59 GMT-0400 (Eastern Daylight Time)","2022-10-14 05:20:59", "Invasion", "Al Basrah Invasion v1", "Al Basrah", "2", "Insurgent Forces", "Local Insurgent Cell", "720", "1", "British Army", "British Armed Forces", "0"
"Fri Oct 14 2022 02:05:37 GMT-0400 (Eastern Daylight Time)","2022-10-14 06:05:37", "RAAS", "Mutaha RAAS v2", "Mutaha", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "72", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Fri Oct 14 2022 03:00:09 GMT-0400 (Eastern Daylight Time)","2022-10-14 07:00:09", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "228", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Fri Oct 14 2022 03:49:47 GMT-0400 (Eastern Daylight Time)","2022-10-14 07:49:47", "RAAS", "Gorodok RAAS v1", "Gorodok", "1", "United States Army", "US Brigade Combat Team", "215", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 14 2022 04:42:20 GMT-0400 (Eastern Daylight Time)","2022-10-14 08:42:20", "RAAS", "Yehorivka RAAS v7", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "288", "1", "British Army", "British Armed Forces", "0"
"Fri Oct 14 2022 12:48:06 GMT-0400 (Eastern Daylight Time)","2022-10-14 16:48:06", "Seed", "Fallujah Seed v1", "Fallujah", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "15", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 14 2022 13:38:12 GMT-0400 (Eastern Daylight Time)","2022-10-14 17:38:12", "AAS", "Chora AAS v1", "Chora", "1", "United States Army", "US Brigade Combat Team", "200", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 14 2022 14:30:02 GMT-0400 (Eastern Daylight Time)","2022-10-14 18:30:02", "RAAS", "Gorodok RAAS v9", "Gorodok", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "165", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
"Fri Oct 14 2022 15:18:02 GMT-0400 (Eastern Daylight Time)","2022-10-14 19:18:02", "RAAS", "Tallil Outskirts RAAS v3", "Tallil Outskirts", "1", "United States Army", "US Brigade Combat Team", "124", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 14 2022 16:02:27 GMT-0400 (Eastern Daylight Time)","2022-10-14 20:02:27", "RAAS", "Mutaha RAAS v6", "Mutaha", "2", "Middle Eastern Alliance", "MEA 1st Battalion, Legion of Babylon", "121", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "0"
"Fri Oct 14 2022 16:41:40 GMT-0400 (Eastern Daylight Time)","2022-10-14 20:41:40", "RAAS", "Kohat Toi RAAS v3", "Kohat Toi", "1", "Russian Ground Forces", "Russian battalion tactical group", "116", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Fri Oct 14 2022 17:12:11 GMT-0400 (Eastern Daylight Time)","2022-10-14 21:12:11", "RAAS", "Yehorivka RAAS v4", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "133", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 14 2022 17:40:30 GMT-0400 (Eastern Daylight Time)","2022-10-14 21:40:30", "RAAS", "Sumari Bala RAAS v1", "Sumari Bala", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "175", "1", "United States Army", "US Brigade Combat Team", "0"
"Fri Oct 14 2022 18:05:19 GMT-0400 (Eastern Daylight Time)","2022-10-14 22:05:19", "AAS", "Mestia AAS v2", "Mestia", "1", "United States Army", "US Brigade Combat Team", "264", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 14 2022 18:43:46 GMT-0400 (Eastern Daylight Time)","2022-10-14 22:43:46", "RAAS", "Fool's Road RAAS v2", "Fool's Road", "2", "Russian Ground Forces", "Russian battalion tactical group", "67", "1", "British Army", "British Armed Forces", "0"
"Fri Oct 14 2022 19:26:25 GMT-0400 (Eastern Daylight Time)","2022-10-14 23:26:25", "TC", "Narva TC v1", "Narva", "1", "United States Army", "US Brigade Combat Team", "21", "2", "Russian Ground Forces", "Russian battalion tactical group", "0"
"Fri Oct 14 2022 20:14:14 GMT-0400 (Eastern Daylight Time)","2022-10-15 00:14:14", "RAAS", "Black Coast RAAS v1", "Black Coast", "1", "United States Marine Corps", "USMC 4th Assault Amphibian Battalion", "64", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Fri Oct 14 2022 20:37:07 GMT-0400 (Eastern Daylight Time)","2022-10-15 00:37:07", "AAS", "Mutaha AAS v3", "Mutaha", "1", "Australian Defence Force", "ADF 5th Battalion, Royal Australian Regiment", "301", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Fri Oct 14 2022 21:15:27 GMT-0400 (Eastern Daylight Time)","2022-10-15 01:15:27", "RAAS", "Fallujah RAAS v1", "Fallujah", "1", "United States Marine Corps", "USMC 31st Marine Expeditionary Unit", "83", "2", "Middle Eastern Alliance", "MEA 3rd King Qadesh Mechanized Infantry Brigade", "0"
"Fri Oct 14 2022 22:13:49 GMT-0400 (Eastern Daylight Time)","2022-10-15 02:13:49", "Invasion", "Skorpo Invasion v3", "Skorpo", "2", "Russian Ground Forces", "Russian Battalion Tactical Group", "419", "1", "United States Marine Corps", "USMC 1st Battalion, 5th Marines", "0"
"Fri Oct 14 2022 23:12:04 GMT-0400 (Eastern Daylight Time)","2022-10-15 03:12:04", "RAAS", "Gorodok RAAS v6", "Gorodok", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "4", "1", "United States Marine Corps", "USMC 1st Battalion, 1st Marines", "0"
"Fri Oct 14 2022 23:45:04 GMT-0400 (Eastern Daylight Time)","2022-10-15 03:45:04", "AAS", "Chora AAS v5", "Chora", "1", "Canadian Army", "CAF 3rd Battallion PPCLI Infantry Platoon", "374", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "0"
"Sat Oct 15 2022 00:23:00 GMT-0400 (Eastern Daylight Time)","2022-10-15 04:23:00", "AAS", "Lashkar AAS v4", "Lashkar Valley", "1", "Australian Defence Force", "ADF 1st Battalion, Royal Australian Regiment", "161", "2", "Middle Eastern Alliance", "MEA 4th Border Guards Group", "0"
"Sat Oct 15 2022 01:09:19 GMT-0400 (Eastern Daylight Time)","2022-10-15 05:09:19", "RAAS", "Yehorivka RAAS v8", "Yehorivka", "2", "Russian Ground Forces", "RUS 205th Detached Mechanized Cossacks Brigade", "215", "1", "Australian Defence Force", "ADF 3rd Brigade", "0"
"Sat Oct 15 2022 01:47:12 GMT-0400 (Eastern Daylight Time)","2022-10-15 05:47:12", "AAS", "Narva AAS v4", "Narva", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "93", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 15 2022 02:38:54 GMT-0400 (Eastern Daylight Time)","2022-10-15 06:38:54", "RAAS", "Mutaha RAAS v1", "Mutaha", "1", "United States Army", "US Brigade Combat Team", "156", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 15 2022 04:28:33 GMT-0400 (Eastern Daylight Time)","2022-10-15 08:28:33", "AAS", "Goose Bay AAS v1", "Goose Bay", "1", "Canadian Army", "CAF Royal 22e Régiment Mechanized Platoon", "307", "2", "Russian Ground Forces", "RUS 205th Motorized Rifle Platoon", "306"
"Sat Oct 15 2022 13:04:15 GMT-0400 (Eastern Daylight Time)","2022-10-15 17:04:15", "Seed", "Fallujah Seed v1", "Fallujah", "1", "United States Army", "US Brigade Combat Team", "23", "2", "Middle Eastern Alliance", "MEA Combined Arms Battalion", "0"
"Sat Oct 15 2022 13:36:29 GMT-0400 (Eastern Daylight Time)","2022-10-15 17:36:29", "AAS", "Narva AAS v4", "Narva", "1", "United States Marine Corps", "USMC 3rd Battalion, 2nd Marines", "259", "2", "Russian Ground Forces", "RUS 49th Combined Arms Army", "0"
"Sat Oct 15 2022 14:24:39 GMT-0400 (Eastern Daylight Time)","2022-10-15 18:24:39", "RAAS", "Belaya RAAS v1", "Belaya Pass", "2", "Russian Ground Forces", "Russian battalion tactical group", "14", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 15 2022 15:10:22 GMT-0400 (Eastern Daylight Time)","2022-10-15 19:10:22", "RAAS", "Tallil Outskirts RAAS v3", "Tallil Outskirts", "2", "Russian Ground Forces", "Russian battalion tactical group", "26", "1", "United States Army", "US Brigade Combat Team", "0"
"Sat Oct 15 2022 15:50:52 GMT-0400 (Eastern Daylight Time)","2022-10-15 19:50:52", "AAS", "Yehorivka AAS v1", "Yehorivka", "2", "Russian Ground Forces", "Russian battalion tactical group", "205", "1", "British Army", "British Armed Forces", "0"
"Sat Oct 15 2022 16:07:35 GMT-0400 (Eastern Daylight Time)","2022-10-15 20:07:35", "Invasion", "Gorodok Invasion v3", "Gorodok", "2", "Irregular Militia Forces", "The Peoples' Front Militia", "817", "1", "Canadian Army", "CAF 1 Canadian Mechanized Brigade Group", "0"
